300,"大手町ビル","2015-01-29 03:01:39.963294","2015-01-29 03:01:39.963294"
301,"三井物産ビル","2015-01-29 03:01:40.241302","2015-01-29 03:01:40.241302"
302,"読売新聞東京本社","2015-01-29 03:01:43.089389","2015-01-29 03:01:43.089389"
303,"よみうり大手町ホール","2015-01-29 03:01:43.377398","2015-01-29 03:01:43.377398"
304,"俳優座","2015-01-29 03:02:03.108000","2015-01-29 03:02:03.108000"
305,"六本木ヒルズ","2015-01-29 03:02:04.850053","2015-01-29 03:02:04.850053"
306,"麻布警察署","2015-01-29 03:02:05.168062","2015-01-29 03:02:05.168062"
307,"アークヒルズ","2015-01-29 03:02:09.979209","2015-01-29 03:02:09.979209"
308,"泉ガーデン","2015-01-29 03:02:10.341220","2015-01-29 03:02:10.341220"
309,"桜田濠","2015-01-29 03:02:16.625412","2015-01-29 03:02:16.625412"
310,"三宅坂","2015-01-29 03:02:16.945422","2015-01-29 03:02:16.945422"
311,"桜田門","2015-01-29 03:02:19.543501","2015-01-29 03:02:19.543501"
312,"警視庁","2015-01-29 03:02:19.883511","2015-01-29 03:02:19.883511"
313,"日本医科大学付属病院","2015-01-29 03:02:25.728689","2015-01-29 03:02:25.728689"
314,"団子坂","2015-01-29 03:02:26.058699","2015-01-29 03:02:26.058699"
315,"不忍通り","2015-01-29 03:02:27.871755","2015-01-29 03:02:27.871755"
316,"須藤公園","2015-01-29 03:02:28.170764","2015-01-29 03:02:28.170764"
