118,odpt.StationFacility:TokyoMetro.Suitengumae,urn:ucode:_00001C000000000000010000030C47E1,"2014-11-11 10:06:12.000000","2015-01-29 02:06:48.663912","2015-01-29 02:06:48.663912"
119,odpt.StationFacility:TokyoMetro.Sumiyoshi,urn:ucode:_00001C000000000000010000030C47E3,"2014-11-11 10:06:12.000000","2015-01-29 02:06:48.792916","2015-01-29 02:06:48.792916"
120,odpt.StationFacility:TokyoMetro.Takadanobaba,urn:ucode:_00001C000000000000010000030C47A9,"2014-11-11 10:06:12.000000","2015-01-29 02:06:48.924920","2015-01-29 02:06:48.924920"
121,odpt.StationFacility:TokyoMetro.Takebashi,urn:ucode:_00001C000000000000010000030C47AD,"2014-11-11 10:06:12.000000","2015-01-29 02:06:49.057924","2015-01-29 02:06:49.057924"
122,odpt.StationFacility:TokyoMetro.TameikeSanno,urn:ucode:_00001C000000000000010000030C476F,"2014-11-11 10:06:12.000000","2015-01-29 02:06:49.200928","2015-01-29 02:06:49.200928"
123,odpt.StationFacility:TokyoMetro.Tatsumi,urn:ucode:_00001C000000000000010000030C47DD,"2014-11-11 10:06:12.000000","2015-01-29 02:06:49.321932","2015-01-29 02:06:49.321932"
124,odpt.StationFacility:TokyoMetro.Tawaramachi,urn:ucode:_00001C000000000000010000030C477A,"2014-11-11 10:06:12.000000","2015-01-29 02:06:49.442936","2015-01-29 02:06:49.442936"
125,odpt.StationFacility:TokyoMetro.Todaimae,urn:ucode:_00001C000000000000010000030C47EB,"2014-11-11 10:06:12.000000","2015-01-29 02:06:49.563939","2015-01-29 02:06:49.563939"
126,odpt.StationFacility:TokyoMetro.Tokyo,urn:ucode:_00001C000000000000010000030C478C,"2014-11-11 10:06:12.000000","2015-01-29 02:06:49.684943","2015-01-29 02:06:49.684943"
127,odpt.StationFacility:TokyoMetro.Toranomon,urn:ucode:_00001C000000000000010000030C4768,"2014-11-11 10:06:12.000000","2015-01-29 02:06:49.827948","2015-01-29 02:06:49.827948"
128,odpt.StationFacility:TokyoMetro.Toyocho,urn:ucode:_00001C000000000000010000030C47B0,"2014-11-11 10:06:12.000000","2015-01-29 02:06:49.959952","2015-01-29 02:06:49.959952"
129,odpt.StationFacility:TokyoMetro.Toyosu,urn:ucode:_00001C000000000000010000030C47DC,"2014-11-11 10:06:12.000000","2015-01-29 02:06:50.082955","2015-01-29 02:06:50.082955"
130,odpt.StationFacility:TokyoMetro.Tsukiji,urn:ucode:_00001C000000000000010000030C479C,"2014-11-11 10:06:12.000000","2015-01-29 02:06:50.201959","2015-01-29 02:06:50.201959"
131,odpt.StationFacility:TokyoMetro.Tsukishima,urn:ucode:_00001C000000000000010000030C47DB,"2014-11-11 10:06:12.000000","2015-01-29 02:06:50.322963","2015-01-29 02:06:50.322963"
132,odpt.StationFacility:TokyoMetro.Ueno,urn:ucode:_00001C000000000000010000030C4778,"2014-11-11 10:06:12.000000","2015-01-29 02:06:50.466967","2015-01-29 02:06:50.466967"
133,odpt.StationFacility:TokyoMetro.UenoHirokoji,urn:ucode:_00001C000000000000010000030C4777,"2014-11-11 10:06:12.000000","2015-01-29 02:06:50.586971","2015-01-29 02:06:50.586971"
134,odpt.StationFacility:TokyoMetro.Urayasu,urn:ucode:_00001C000000000000010000030C47B4,"2014-11-11 10:06:12.000000","2015-01-29 02:06:50.720975","2015-01-29 02:06:50.720975"
135,odpt.StationFacility:TokyoMetro.Wakoshi,urn:ucode:_00001C000000000000010000030C47C8,"2014-11-11 10:06:12.000000","2015-01-29 02:06:50.839978","2015-01-29 02:06:50.839978"
136,odpt.StationFacility:TokyoMetro.Waseda,urn:ucode:_00001C000000000000010000030C47AA,"2014-11-11 10:06:12.000000","2015-01-29 02:06:50.972982","2015-01-29 02:06:50.972982"
137,odpt.StationFacility:TokyoMetro.Yotsuya,urn:ucode:_00001C000000000000010000030C4789,"2014-11-11 10:06:12.000000","2015-01-29 02:06:51.104986","2015-01-29 02:06:51.104986"
138,odpt.StationFacility:TokyoMetro.YotsuyaSanchome,urn:ucode:_00001C000000000000010000030C4788,"2014-11-11 10:06:12.000000","2015-01-29 02:06:51.224990","2015-01-29 02:06:51.224990"
139,odpt.StationFacility:TokyoMetro.YoyogiKoen,urn:ucode:_00001C000000000000010000030C47BB,"2014-11-11 10:06:12.000000","2015-01-29 02:06:51.357994","2015-01-29 02:06:51.357994"
